id,target,text_spacy_Lemmatized
5729,0, remake of an old pic that be gifted to me original picture by sparky butterfloof on fa  da
9339,0, the pm expect australian to adapt to climate change by grow fireproof skin  amp  lung with smoke filter 
9089,1, taal volcano news   live  hundred of thousand urge to flee possible eruption as  intense seismic activity  rocks philippi
10049,0, roxanne aim to uncover    amp    network by a combination of   and privacy  aware
3881,0, the bird fight its way out of the egg  the egg be the world  who would be bear must first destroy a world  the bird then
4791,0, the people who be tell we that this species  threaten climate emergency be the  new normal   and that we should just
5171,0, btw what the heck happen s an explosion box  baby do nt kill I
129,0, how be it that iran fire between and surface to surface missile  then fire a surface to air missile at
7968,0, the sun swallow a comet metal snake criss  cross our land carry toxic oil against our will any day now can spil
8201,0,   nationally nearly two third of courier fraud victim be woman over here be how you can beat the courier f
6533,0, that be call hijacking 
11238,0, bts ot7 twice chaeyoung and momo and the other bias wreck I daily mamamoo ot4 but moonbyul be my ult
1245,0, bloody hell I hope you re not next 
135,1, iran do not blow up an airplane by accident  they intend for it to be shoot down  the accident be that it be a civilian aircraft 
3261,0, mm overnight  course be very wet with the bad to come later  green swish of debris  pathway tidy up  amp  greens sprinkler edge 
2817,0, absolutely crush  
1163,0, do y all wanna know what democrats have do for we  they ve h
2391,0,  all you ve hear since pm on december 12th be that s vote collapse because it lose its leave  voting suppo
9829,0, that sink that theory into the water
4674,1, wind turbine chop up and electric wire electrocute million of federally protect bir
5427,1, current outbreak in malaysia be influenza and dengue  both can lead to fatality if not treat in early stage  stay sa
3298,0, something be go wrongbadly  horrifically wrongwith americas young white man  its happen largely online  but its s
2867,0, in vic fall  I notice livingston zambia be crowd with overseas white tourist in the evening
7672,0, it be nt build for that  be try to create
5821,0, nws alertgt  small stream flood advisory for poor drainage area for n union county in ne mississippi  s tippah count
9694,0, bill press  newt gingrich be suicide bomber of republican party
2932,0, coup mps want we unite  huh  after the damage coup mp cause  coup mps make no effort whatsoever unite  coup mps playe
6805,0,  wear your helmet  conclude new study show electronic scooter injury have nearly triple in t
6920,0,  amazing show  amazing voice   we ve be inundate with love from audience who see the original betty blokk  buster f
742,0, e7f03ba0  battle I d I need backup  lvl leviathan omega
1636,0, the soviets scare the japanese more than the atomic bomb there would be destruction whether by on
5142,0, joe biden s new campaign slogan  vote joe biden because I can do more pushup  than the average year old guy 
4857,1, gauteng helicopter emergency medical service  netcare a specialised helicopter ambulance have be activate for
155,0, it be unimaginable to have people go in one  accident   how could anyone point a surface to air missile at a
4389,0, yes and to your last point  that s what make it so weird and sinister  its like be teach how to dro
5949,0,   be upon we  here be some of aspray s top tip if the storm cause flooding to your property 
3789,0, I think a train derailment would be a hilarious fate for these vehicle to suffer  beat the hell out of the fate
602,1, for his participation in counter a fidayeen attack by terrorist at district police line pulwahma on aug w
695,1, prayer for those who be stuck and those who lose their life in the avalanche at    
5176,1, familys whirlpool refrigerator explode inside their home
1341,1, someone be murder and their body part leave in a bag in coolock last night when be the gov go to acknowledge
7313,1, lets not politicize the mass murder of canadian by the iranian regime 
6549,0, hijack    amp  define it accord to the wisdom of man leave the power of god powerless in the heart  the testimon
3822,0, hindu lose each and every battle v  s mughal  aurangzeb  there be no province or district where the grovel infidels
1864,0, I then wake up  not jolt up like I usually would but I just slowly wake up and just lay there look at the cei
2810,0, that s amazing  you manage to turn an apology of sort into a bragathon  crush  
1698,0, please tell I what be happen here  why be those building burn  who start the fire  who kill those people  why 
8772,0,  the same military commander who likely inform trump they would not bomb shiraz or yazd have no problem reduce
5295,0, this world be end earthquake flood half of australia on fire locust in somalia ethiopia  amp  kenya trump about to star
10166,1, rt nwswakefieldva  special weather statement  a thunderstorm with heavy rain will affect central pasquotank 
8862,0, we will never stop be vocal about this 
7859,0, it be when I be rlly active in the strange thing insta fandom  I have no idea how it be obliterate from my I
8970,0, lsd subreddit scream rn
479,1, rubbish hillary  I be an australian live near the fire  amp  the cause of the fire have be  arson with approx 
7827,0, those who see barry obliterate everyone when he be with ok state would disagree  I be fortunate to see it as a teen 
1953,0, this be what smoke blow in from bad bush fire look like
6593,0, campaign staffer   help keep track of thank you note  shell help with yours too once you donate 
7812,0, do he not obliterate bama one year ago  be he overrate then 
3840,0, the prob with have final next week be that I ll probably miss desolation of smaug on tv on sunday because I ll
4159,0, as we enter the bernie vs warren stage of the primary  please remember  corporate medium  do not give a shit about you
11183,0, u buy a abvp female student on ur show to show she be wound by jnu student  yet u do nt bring the
9828,0, good sense from jvl  leadership  deputy leadership candidate please take note  if you let the board of deputy d
2382,0, the nuclear deal have nt collapse in january it be  destroy  by donald trump in may 
199,0, when drive drunk you can choose your way to come back home  a  taxi  b
7158,1, taal volcano eruption lightning streak 
2239,1, essex police  rt ecfrs  emergency service continue to work at the scene of a chemical incident in west thurrock  w
10630,0, school should brace for five year of upheaval from a triumphant party with gove at its heart  melissa benn
804,0, sound like another nudge towards mandatory vaccination 
1742,1,   firefighter from several different department come together to prevent even more building from burn
2910,0, the monsoon trough   have move over the coral sea  with   keep an eye on a tropical low near   which
10237,1, a strong thunderstorm will affect southern sunflower  southern washington  north central issaquena  humphrey and n
8147,0, taehyung panic and run away be so funnyjfjgjd
4668,0, left  click cause power outage right  click electrocute self scroll  wheel take you back or forward in time 
11343,0, chanyeol 2k19  gaming destroy I    mess my mind     wreck my health     I be so into it its not healthy   chanyeol
429,0, pre  order untuk map of the soul  oleh army china   telah mencapai copy gileee gileee    
11090,0, cuhk professor fang kecheng revisit the real lesson of the disastrous daxinganle wildfire  after a shameless
9466,1, today train fuckery  a derail freight train near hitchin  this  like yesterday electrical issue in the stor
624,1, who attack iran out of reason and breach their sovereignty  actually threatenin
9898,1, people in the camp be freeze having survive one of the big earthquake in the world claim life of 
7131,0, be ready at the flagship microsoft store london too  come and join we for lightning workshop  minecraft  education edition ta
2848,0, I m scared someone be singe curfew overtime
342,1, common sense on twitter  be this the first sign of the apocalypse   you look great 
8973,0, this be to simranpal  the guy that s fuckin my white roommate and keep scream balleee when he cum   ik she do nt
8475,0, will india face backlash from intl community over caa  india be housing large number of refugee in all of south
3527,0, yesterday  I get a rare good  faith question about demolition of exist in the context of fourplex legalization  most
3023,0,   danger princess by clarion  on deepstuff radio 1xtra listen now at   
8433,0, double barrel nose pick for beans lawrence  poor guy ca nt catch a break
5123,0, vp leni robredo attend a briefing at bulwagan makulot at the san fernando air base  lipa  batangas before visit taal e
268,0, you think they would ve learn with clinton getting annihilate after s
9524,0, what do you do if it be at your place  pick she up like she have a bad concussion in the
250,0, we win  the federal judge lift the tro  we can build in the floodplain  this will change the game  the judge absolutely
1719,0, but his kid be nt hungry and he save stranger from burn building  
1024,0, I just go from passively tolerate elizabeth warren to actively hate she  I know I be not the only one  liz just m
11235,0, how s about my chem stop tickle our ball and just drop the uk tour date because I be a nervous wreck
8016,0,   false alarm   
1746,0, stupid poll  most would just call and don until help arrive  the average person be nt qualifi
7168,0, I think her  biz savvy   amp  deceit about
9046,0, this just scream  let s have the same deal but with trump s name on it because the pett
10195,1, significant weather advisory issue  step under thunderstorm warning  for incoming storm  some small hail and freq
10914,0, for the putin regime  history be both a weakness and a weapon  consider how the west can push back against the krem
166,1, and his murderous friend shoot down an airplane  by accident   kill around innocent people  but wa
9515,0, ohio s ibiza  international water  once see the police chief get knock out in the public square  last time I be there I
2092,0, do nt look over here  just another casualty of the change climate  look over there at the  well  not sure wha
8800,0, I do that with coconut oil  but I never go with the prescribed amount  b
6915,0, I be a us dem soc whose time be inundate by a great orange ape and the rapid disintegration of what
5343,0, j20 one of the fatal trading technique 8th crossing mean no power can stop that stop hit 
2254,1, emergency service have be call to an  industrial incident  at grangemouth chemical plant  it be understand a m
5101,0, I sincerely hope that the people will heed to the call of phivolcs and the lgus regard evacuation and other measure 
6802,0, the phrase e  cigarette  and vape  product be logically equivalent to the phra
7125,0, bum with lightning ollova my tl
5281,0, braveheart freedom speech  hd    via god say scotland  ireland  england tolerate eac
5073,1, ten of thousand be evacuate and tremor be feel in nearby village amid an eruption of the philippiness second  most  ac
8736,0, yes everyone have equal but why they be brake hinduo se ajadi and riot all over india  they do nt respect I
7060,0, taiwan ca nt become the next hong kong  young people in taiwan explain why they vote for president tsai ing  wen  who be
3297,0, we try our good each week  its a deluge of poetry so some people get less of a resp
4535,0, daughter getting kidnap or hurt wake up blind getting into an accident and end up trap
4222,0, in the job market  while m new role may be create by the fourth industrial revolution  m job may be displace by these
8782,0, now our earth be fragment  a wasteland of decimate land and rubble  I ca nt help but take some of the blame for all of this 
5204,1, update  phreatic explosion of taal volcano be still ongoing as of pm
1062,0, superb renovation  alma street  abertillery  
5977,0, when woman turn they have to pick a subclass    sea witch   forest witch   fire witch   air witch   space witch
3114,0, curative petition by two of the convict in   challenge their death sentence  dismiss by supreme court final
7942,0, check out roll stone magazine leonardo dicaprio mia jersey shore bp oil spill via
5574,0, read about australian bushfire smoke remind I of how we  too  have similarly horrendous condition for month d
508,1, actually  that claim about people be the hoax 
1787,1, follow last night s seven  alarm fire in downtown bind brook  citizen face power outage  road closure and sch
175,0, this attack n on an airplane that have just take off be no accident  iran want the world to know there will be co
6177,0, this might be the most important news of the day  russia could leak burisma email  and slip in some doctor email  to
5774,0,  you well shape up  cause I need a man  say the steam roller to her flatten victim 
7165,0, hi will their be firework on 25th january bbl game I hope not cause I have autism and not a fan of the loud bang
10189,1, from nws blacksburg  nwsblacksburg  severe thunderstorm warning include danville va  eden nc  reidsville nc until
5220,0, if you be not an eyewitness  you be a false witness  exodus if you do nt see it  you should nt be gossippin
224,0, ooh  guy  do you know where in gauteng people go to study nursing and the ambulance nurse who keep you alive in t
10976,1, clinton apology for the us government use radiation weapon on we ci    via
8535,0, please donate to help and ensure that future generation will get to see wildlife in the wild  one positive story come fro
4618,0, be vancouver get another earthquake soon
10279,1, tornado  storm strike north and south carolina
6630,0, comment  iraqis have be decry   and we interference in their affair for many year  it be time they be han
4368,0, sm will listen to keggs if we do nt drown they out  please please please report the acc the soondingie be ask you to repo
5819,0, the new york times  editorial board want to hear from you about who you endorse for president  let s flood this one 
7728,0, sit here think about the time my grandfather write a book on nuclear reactor safety and then blurbe himself
5088,0, darna  here be the update list of evacuation center in batangas and organization that collect donation in
11019,0, I do nt have a soundcloud but here be an article with lot of way you can donate to help the people and wildlife of australia
2647,1, live as m4 driver face four mile of queue after crash near slough   
10592,0, please this be so funny why be everything about txt a long tongue twister
7429,0, frank  then why do you need to read dr currys stuff  you already know its a hoax 
2237,0, be you a firefighter  a chemical facility employee  or have experience in emergency service  the hamilton county hazmat
3943,0, be that all   in the world  or just or maybe only or even le
4759,0, user deal  wise company emergency food supply sale  up to off     
3590,0, if you look at modi and bjps politic  they be hallucinate  their policy show as if hindu religion
5359,0, a slowly increase part of I hope the effect of climate change get bad and bad without outright cause fat
10886,0,    killlouise   here be the exciting launch trailer for   the collection season feature the gorgeous
5076,0, time to aid the helpless  evacuate their home  abandon their property in haste due to fortuituous event
10849,0, rip nola bc that place be gon na be a drunken war zone this eve 
3300,0, creek craving deceive decelerate deluge demeanor demolish denote discard disdain
15,1, image show the havoc cause by the   military as they torch house in   shameless military be
307,0, watch this thing scam wick that will really start the party to annihilation 
4240,1, over people displace  household  in   west   accord to the late estimate figure of dtm
7849,0, realestateau  rt newsproperty  an incredible central coast lake house at gorokan have obliterate the suburb record
11341,0, he s not a journalist and do nt pretend to be  he s an ultra  right wing activist  which be proba
3613,0,   be tremendously effective for those who deploy it properly  but its easy to fall into the trap of
5549,0, lady  if you know you like a guy feel free to ask he out  you do nt have to fear  we be all cheap  we ca nt say no
9467,0, amr  urban displacement and the perfect storm in drc of hum crisis  amp  trend to watch interesting and eye openi
9383,0,  yes  the smoke be a problem but smoke  as it always do  will blow away   act pm michael mccormack comment on the bushfir
10728,1, widely storm or violent storm  but moderate in the w  part  blizzard condition in n and e  iceland and travel should
6782,0, on monday  the suspect of a machete rampage at the home of an hasidic rabbi during hanukkah celebration in which 
1765,1, demolition have begin on the burn out building in   slow process  investigation into how  where it st
7731,0, jeff bezos and bill gate be nt all bad 
1068,0, low traffic neighbourhood  way ahead to save our local street from the blight of pollution and noise    street ar
10391,0, she know british royalty family like any other people in the world  but lets talk real fact  wha
7582,0, joe rogan go on carnivore diet  suffer explosive diarrhea   a rainfor mudslide overtake a mountain road 
6186,0, i d be a lot more concerned about uncle andrew and his dead paedophile mate and the har
3346,0, sorry for the deluge again I ve be want to say all that for at least month and find the opportunity sdfjs
2426,0,  collide I just realize I ca nt write for shit   
3496,1,    maradu s holy faith h20 and alfa serene apartment be demolish on january  cj stay b
1811,0, tfw ur building on fire 
2657,0, bro how be my internet gon na crash in a middle of a league match   
3196,0, boeing  people lay off  disgrace ceo who have responsibility in the death of hundred of people  get  m
10311,0, girl  same  its a tragedy  I love that mascara     be ud still ok to buy  lol
6622,0, from ctmagazine  rt fraustinmurphy  this be the story that the early quote be from  this pastor use his hostage
4991,0, while visit jawaharlal nehru university  jnu   the new epicentre for violent protest in the country  congress mp shashi
6259,1, hazardous eruption a possibility after philippines volcano erupt   via another natu
1674,0, collapse of route coamo  puerto rico  hang bridge
10798,1, proceed will go to taal volcano eruption victim
6780,0, my man  boogie do nt abuse his dog  I literally just go and bit both of my dog exactly as
1916,0, there be a whole magnificent soul burn brightly behind she shy 
5800,0, I agree  for some reason her breast have be flatten down in t
8066,1, guy do nt know how creepy it be when they keep follow a lady who do nt give they attention on the street  you be in the
4483,0, the benefit of have more follower on twitt be rich conversation and multiple perspective  sometimes those perspective
8778,1, we troop clear rubble from iraq base day after irgc attack  photo   
10521,0, I have a confession to make to you  you like I  in fact  you be crazy about I  kay francis as mariette colet in tr
4019,0, this be the rise of the gamer and their destruction of society 
531,0, warren be disappoint that bernie be send out people to challenge she and bernie say warren be do the same to he  th
5734,0, a flatten gummy bear
2924,0, dumbe down be a trend  as be ordinary people take in by the cult of celebrity  which be simply to exploit t
5346,0, you see most book  film  tv show  etc  follow the same basic premise  he can read my mind  he can predict what
6906,0, sport injury treatment do k  tape work or be it just a pass fad 
3369,0, forecaster be say there s a lot of rain to go round in the next eight day  with part of bushfire  ravage a
7087,0, petra costa  director of democracy in vertigo who will be nominate for the good documentary oscar  be granddaughter of the
10112,1, india s rule party lawmaker threaten to shoot protester
8015,0, sterling to barcelona for 51mill
10028,0, be nt it strange that the bjp govt  amp  its supporter be nt on chest thumping mode even after arrest terrorist davinder
10444,0, I be off to the library to return my overdue book   ooh err    before storm brendan drop by for most of the day  I
6198,0, its always fascinating when folk who have mete our hatred find they re unable to handle it come back their way  its
6628,0, thousand of pakistani hindu refugee dalit and tribal be in my satate rajasthan  but I k
2872,0, jin ling sneak in after break curfew jc   have be sit in the dark  wait for jl  where have you be  jl  I be
11130,1, five  year  old lucille have be through a lot in the last week  her owner say she get out of the house in a windsto
385,0, white  I see trump ride golden horse alongside jesus during armageddon
10762,1,    update  taal volcano calm down a bit but expect to erupt again in the come hou
10269,1, myradarwx  rt aaronjayjack  tornado warn storm now pass through the collinsville  tx area    myrad
9754,0,   suicide bombing job don land be that
5327,0, chronic stress and exhaustion may be a risk factor for develop a potentially fatal heart flutter  new research suggest
11354,1, yeah  proper liverpool fan wreck man city bus and the heysel stadium 
9949,0, this be a brilliant and long overdue series of short  v watchable video feature gulag survivor tell their story
4786,0, the mta be in a state of emergency  rider say the subway be still infuriatingly slow and now I m the lucky repo
3486,0, the adjacent plot owner whose plot be only about 8ft65 ft after the road wideninghe have be trouble I since 
9292,0, post a random   until the seven siren trailer come day artist  yokoyoko468b
693,1,   a bsf jawan lose his life while six other be rescue after an avalanche along the line of control  lo
5326,0,  from the knowledge of that fatal necessity that reduce man to dust we pass to a contemptuous contemplation of the nothing
3577,0, do great at a young age be nt common  I wish you a much great year ahead bro  stay focused and cre
11309,1, iran plane crash wreckage spot from space  satellite photo 
4897,0, too engulfed in xenophobia to notice nd lr be rich daily mail hatred be only for poor foreigner
5928,1, venice canal almost dry  two month after severe flood
8413,1, a fire outbreak have raze down shop  ravage stuff worth over million at the old market in sokoto  may allah rescue and forgive we 
2652,1, iran say some people arrest for their role in ukrainian plane crash  
8319,1, chinese woman with mystery virus quarantine in thailand
156,0, so it be just an accident that iran rocket an airplane  kill people  and libs defend it like that s ok b
1325,0, frisk passenger just before board local flight  without check their hand luggage make no sense to I  I mean  I
7996,0, if u hate rat  just remember that I m out there and plague outbreak risk be high
1337,1, bag contain human body part find in dublin
9194,0, it must be sink in now  hope you ve enjoy a few celebration
4823,0, the   assist helpline aim to provide its client with the good value add benefit for emergency  funeral
9294,0, this outstanding comment piece by the equally outstanding be all you need to read  repeatedly  you re welcome  h
11259,0, why be the sequel to wreck it ralph name ralph break the internet and not ralph wreck the internet   seem
4126,0, it blow my mind every single time I be remind that both ireland and the scottish highland have high population in
9232,0, we ve all have that sink feeling when we open a kitchen cupboard only to have everything come crash down  fo
9424,0, let s not forget that during a huge snowstorm  he be personally respond to tweet from people who be sn
512,0, bullying  amp  harass people who disagree with your candidate assessment that a woman ca nt beat trump be not the path
5557,0, no wonder microsoft be go down the dump with such a dol
1861,0, might have be unreal tournament never play online once  be play when my house nearly burn down 
10209,1, nwsspc    jan 1630z thunderstorm outlook
2271,0, my life be so fucking boring  I want to do something spontaneous  like fall off a cliff or something
11091,1, wildfire rip along south korea s eastern coast  prompt national emergency
5118,0, hello twitter  my friend and I be organize a donation drive for the evacuee for those affect by the taal eruption  res
3,1, arsonist set car ablaze at dealership  
3081,0,    this life be short  the vanity of the world be transient  but they alone live who live for other  the
1374,0, yo be body bag you 
590,0, gegenpress and all out attack  do leave you cb down at the back but  turn it off once they re
10510,1, we wo nt know if all of those drive out to sea survive because they be s
9873,0, chan  every time I be confront with a problem and I feel desperate and helpless I look at a picture of we together st
2798,0, when ed orgeron be pass over for the usc job  he be crush  his wife kelly tell he  god have a well plan  t
226,0, you must be annihilate 
4075,0, bomb  bombard  blast  explosion  shell  attack  assault  assail  blow  self  up  attacker  suicide  bo
952,0, imagine support biden fucking biden the little girl
6144,0, however I choose to dress  or look should nt be a problem to anyone  amp  if it be  I be not concerned  so far whatever I do doe
1195,1,   alert  a negative blood require in islamabad today  please contact I if someone here with a negative blo
2565,0,   clear   route be back to their normal route on highbridge road follow an early collision 
6778,1,   iran protest in past two month  protester kill by regime injure arrest   reaction from un 
1689,0, what if we just start burn down building for news outlet that be full of garbage 
1625,0, on january at wib  the first bomb blast the starbuck outlet at the area cakrawala building
4867,1, emergency service call to a collision on the   near   read more on this     uk news
9919,0, but I guess  I m still thankful that I survive from all that shit  if I do nt pack up my bag and let go I m prolly a single mother rn 
3382,0, do nt really demolish we in the at etihad
4143,0, the world do nt consider indian passport as strong as it use to six year ago  but why be we surprised  bjp govt its
11000,0, when jamal adamson  quincy chen   amp  moise santiago journey to the city of need to retrieve angel  its a whirlwind
4139,0, join premier  amp  comm baxter today to visit the ulladulla disaster welfare assistance welfare point  a focus
1817,0, ca nt believe a student burn you with their fire power
5409,1, florida report death relate to meth alone during and in st  petersburg and leesburg lead the death
9378,0, this little green dot keep flash on my bedroom ceiling  gt  convince myself its a tiny drone spy on I  gt  turn
4435,0,  they get drown mostly  they get catch on a longline hook and get drown    
9734,1, death toll in pakistan mosque suicide bombing rise to 
2458,0, the opinion poll it be stomach  churn progressive dread rise as warren and sander collide
9767,0, fornicationzinahas  sink many glory silence many voice hinder many progress truncate many glorious future destroy m
8908,0, bruhhhh I scream when she say that   my head be like doctor doctorr ko bulaao and she say agar m
8444,0,  a beautiful bunch of legend    tradie band together to rebuild bushfire ravage town  
6019,0, gutless have cave in to the loony left and the rabid mainstream medium  neither of whom would have a clu
11320,1,   agree to give canada access to the wreckage and the black box from down ukrainian plane  but canadian official ar
3155,1, eight people shoot to death in philly this weekend  many more shot  four more shot since this afternoon  include a college stu
10270,1, myradarwx  rt aaronjayjack  severe storm with   warn overtake i35 corridor near gainesville  tx now
7834,0, lwj  I want that twink obliterate wwx  destroy stygian tiger seal  get obliterate lwj  this be not what I mean
1060,0, shdc be work with partner across lincolnshire to launch the   fly  tipping campaign today  which aim to fight the
4978,1, an australian catch up in a philippines volcano eruption have describe the experience as  surreal  after ash cloud
896,0, come  amp  checkout this blazing website full of different girl twerke for free     
10354,0, she be try to trap he with her drama like she trap you by vote to save you during eviction 
11253,0,   rt game   my new sub want to have a retweet game so let make he regret it    the stake be  for
9583,0, get the stretcher
7873,0, anyway college au where hyunggu be blackout at a party  see wooseok from across the room and scream I want that t
10285,1, tornado warn with supercell yesterday south of shreveport  la  
8137,0, I usually sit in a closet corner in the dark and take slow long breathe when I be panic
7208,0, same  it be the lightening that scare I just a massive flash follow by such a loud thunder bang  crap myself
6842,0, the 49er be enter the nfc championship game as healthy as they ve be all season  via 
4076,0, who would ve guess  imagine orgs detonate poli
11032,0, jo begin her journey head north yesterday  stop off in the buchan area  the landscape here  like elsewhere across aus
7746,0, holy crap  be this near a nuclear reactor  
8067,0, I already have my panic attack like hour ago  ur late  bye
6338,0, I can feel the heat wave  harmattan be over
376,0, getter robo  armageddon  
7138,1, this lightning be intense right now  just wake I up from deep sleep
8730,1, man unload corpse from truck in preparation for cremation after bloody rioting  calcutta  
10313,0, batangueo do the same  agoncillo  laurel  talisay lakeshore community  many resident there be fisherman and vendor
4949,1, to all out there  what be the late   temple fire engulf in flame two year ago on february since then nothing
3715,1, hi there  I be very sorry about this  we be run a reduce service this morning to the freight tr
4151,0, disaster management  duterte style   have a senator whose family basically own tagaytay be in charge of crisis manage
10931,0, norway s democratically  elect govt be nt overthrow in a coup sponsor by the cia
8821,0, so  the life I have make may seem wrong to you  but I ve never be sure  it be my life to ruin my own way 
4592,0, co2 be life  msm be death underfunde fire service  no back burn for year  corrupt anti  constitu
11067,1, girl  omg I m appal after see the condition of these animal after the australian wildfire oh god plz save they
8954,0, this be why you should listen to   enclose text field with a rectangular  box  shape perform well
8446,0, the panchalankurichi fort be build just with clay but withstand the powerful cannon of the british for monthsthe british
3194,0, speaker pelosi  action speak louder than your word  and ever since you ve be in congress  you ve do
5999,1, sechan instagram  hi  this be sehun  amp  chanyeol  the damage from the forest fire that begin month ago in aust
5914,0, our so far    australia bushfire   world war threat from we  amp  iran   flash flood in indonesia   puerto ri
3034,0, the danger mission be in progress the first step be to feed these animal and to keep they alive  and then to try to
6167,0, well its time to get off my soapbox old fart opinion I mean no harm to myself or other I just wish the c  c
1106,0, we can all agree that racial segregation be morally reprehensible and a blight on our nation history  now that I ve go
6576,0, during the funeral of qasem soleimani cnn put this woman on the air to make direct threat to our president  amp  the american
1443,0, citizen to gun grab governor   order body bag    via
3490,0, totally agree  in melbourne so many building be just be demolish with just leave the facade
6701,0, I be curious how many retweet we can get  spread  vya like a hurricane  first retweet get vya let s
5555,0, the right to protest do nt automatically demand a reciprocal a
2541,0, rip hanlon park  that s where all my nigga from longwood and all my nigga from edgewood and dolfield collide lo
8462,0, it seem the   battle be not over     of the house of lords be now try to tie
11245,1, tail gunner on a budweiser truck  bob be sit on the plane wait to fly to detroit  when a guy take the seat
4963,0, slowly  nagoshi s pupil would change into a greenish blue color  along with his hair spike up
1502,1, syria  southern idlib countryside assad regime militia station in nearby checkpoint bomb the town of tal  min
6339,0, be you refer to temp in the us  specifically  or the global average  the u
6218,0, see how close you get to hazard with the ugprade
2305,0, if trump be hang from a cliff and about six republican senator walk by  they would let he fall  and a few
10044,0, loomer say frankel vote to  protect the terrorist regime in iran 
4085,0, just get it on my main and be do the same as I ve always do  ispoofer direct link which I think ma
7599,0, terrible natural  man  make disaster   happen  godzilla fan on twitter  dude its just like what happen in this
10809,0, flex line he do nt leave a whole kid in a war zone
2555,1, northbound i5 at las flore drive  all traffic be divert off  due to a multi  vehicle traffic collision 
3619,0, point about historic figure  monument too blatant in reference to cecil rhode  confederate statue sti
136,1, but  the airplane accident 
7195,0,   i I be not scared  whaddya take I for  some kind of baby    that come out louder than she mean
2323,0, there be other reason why the employment market could collapse  which be worth bear in mind of course 
286,0, you be just deflect the issue  which be discourage statisticsof bengali hindu  f
1144,0, the only thing that be nt under that handle be prob just like  snapchat or my blizzard acct  I like my brand 
5269,0, icymi  lewisburg promote walk it  bike it     via eyewitness news wbre  wyou 
3469,0, one of my favorite pastime be to watch old msnbc vid of she getting demolish by jeremy scahill  oh  what joy 
9654,1, widow of cia agent kill in afghanistan suicide bomb attack break her silence year on
2883,0, curfew be strict lately hmph goo nigh sissy
10603,0, in mulan  in the song I ll make a man out of you  the line  we must be as swift as the course river    with all
1982,0, photo show the australian bush come back to life week after fire   via
1978,1, a picture can speak a thousand word  god bless all those who be fight the terrible australian bush fire  they be t
7387,0, busy dream all sort of creative mayhem for this yeari think I need a proper job soon to stop my head leak I
6937,0, and now we be get to the point to where the etheric body be inundate and your astral body around your own aura
225,0, nicki minaj single handedly annihilate the male specie the day this drop  
3932,0, free x1 member who be the victim  the boy whose dream be to be on stage with fan be destroy by irresponsible adul
9094,0, I just learn about this   last month in the   channel area  yet another example of regional
2238,0, be you a firefighter  a chemical facility employee  or have experience in emergency service  the hamilton coun
611,1,   out of the terrorist that  attack  americans on september by fly plane into the world
11299,0, moscow mitch must stand  as history continue to discover the great part of his traitorous activity and politic
2431,0, the vow  a modern  day vampire tale where day and night collide     
1944,1, rural fire service volunteer firefighter rescue a possum flee one of australia s rage bush fire  more than billion animal
4225,1,   since the onset of armed conflict on april in south tripoli  at least family  approximately in
2226,0, also  what do you think of this proposal to treat widespread abortion as a true emergency that cd be all but elimi
1931,0, more like an ill consider change in bush management and multiple fire set by arsonist 
9954,0, could nt agree more with this piece by on the need for a parallel strategy for male victim and the need f
1804,0, do your housing stock include tall building  find out what the external wall fire review mean for you in this article fr
4424,0, you have fall into the mill  pond and drown
2783,0, my psych professor once say  it take month for your brain to process complete forgiveness for someone who hurt you
6773,0, good defence in the business  alisson may even win the golden glove despite be injure for two month   
6971,0, just a head up worldwide crafter have be so awesome  aussie admin have have to ask everyone to
7120,0, and another weird consequence of write and learn win32 so deeply be that at one point I replace explorerexe
2717,0, I lose most my work when my laptop crash mme kana  also produce noello x ghubu rap
9549,1, seriously though  if that defender be take off on a stretcher after that play would everyone s response be  tha
9007,1, a dsp dalvinder singh be catch with two terrorist   no screaming and yell by arnab of or navika of
6321,0, the heat wave have nt even start and we be see tweet  defo end in tear   btw  what be all that light sh
7697,1, control rod mistakenly remove from ikata reactor in ehime during maintenance
3122,0, thread   old but strike     case with a       lge  first   yo  male 
1336,0, yo  I be just tell my boyfriend that I be try to eat healthy to prepare my body to have child  as I wa
6902,1, the little girl suffer a brain hemorrhage from a nonaccidental traumatic head injury 
5233,0, the philippine maid record the video be arrest    be try to silence an  
3040,0, german news magazine rip trump  call he  unfit  and  a danger to the world 
3971,0, people be ask  what about the job if   go under    but what about the job if the planet go under  and th
6950,0, everyone know that   be move away from address issue vital  amp  dear to american s heart as our
6003,0, I put you first and you adore it set fire to my forest and you let it burn
7364,0, why fake historian n fail journalist be become euphoric  must have sp
6884,0, basic research on aquarium fish can help spinal cord injury  professor abdel el manira at karolinska institutet be
8438,0,   get to baking  the new sparrow have some pretty neat animation
5117,0, hi  we be accept donation for the victim of taal eruption  preferably can good  water and clothe  all c
10934,0, so redvelvet have representative weapon so irene  axe seulgi  knife wendy  scissor joy  submachine gun and yeri s be
1934,0,  jimmy escape the fire  but not the pain of devastating loss  we do nt really have the capacity to grasp this much loss   no
3650,1, train derail north hitchin and now there be no service at all stop here  however service be run to london pass
4367,0,   be there  feel that  watch their last moment emotionally  amp  physically wreck I  be not in the right mind
2088,0, despite some ferocious wind and biblical rainfall  I ve never see a motorway stop because no  one could see as wip
11026,0, when people talk ab these fire  they speak of be overwhelm by the enormity of the devastationwe do nt have t
